,ID,Count
100,18388,122.91292132972904
101,18389,110.02733926992724
102,18390,118.30926696697065
103,18391,137.20750063389013
104,18392,158.00299791697694
105,18393,204.174396066299
106,18394,289.80236721360626
107,18395,321.283922805399
108,18396,324.68783694028724
109,18397,287.1610786499227
110,18398,307.0451453723018
111,18399,303.16691533337195
112,18400,295.4290558792002
113,18401,302.31128664372784
114,18402,309.751536118893
115,18403,328.6776707213445
116,18404,315.84789053260613
117,18405,294.81058514157667
118,18406,295.8801210036317
119,18407,288.8862864969767
120,18408,410.1412322202177
121,18409,327.31416080014117
122,18410,277.0085952473984
123,18411,228.88230586102333
124,18412,192.65092852652833
125,18413,172.45435910510682
126,18414,185.43526496564527
127,18415,215.05592831052297
128,18416,247.65031966837097
129,18417,320.0183231996929
130,18418,454.22966543211885
131,18419,503.57314251007745
132,18420,508.90836041570026
133,18421,450.0897695709254
134,18422,481.2556053146998
135,18423,475.1769554058344
136,18424,463.04880978430975
137,18425,473.8358623803773
138,18426,485.4975408626126
139,18427,515.1619355017988
140,18428,495.0528286689936
141,18429,462.0794327604733
142,18430,463.7557990422947
143,18431,452.79382126899395
144,18432,400.493937921927
145,18433,319.61511522956187
146,18434,270.49283133104854
147,18435,223.49856291872123
148,18436,188.11941582229855
149,18437,168.39790775466864
150,18438,181.07347825934175
151,18439,209.99740781071193
152,18440,241.82511769105855
153,18441,312.4908894714612
154,18442,443.5453281424584
155,18443,491.7281536992443
156,18444,496.9378772306428
157,18445,439.5028104295701
158,18446,469.9355670146244
159,18447,463.9998984009819
160,18448,452.1570296082949
161,18449,462.69035040948273
162,18450,474.0777242486048
163,18451,503.044356451872
164,18452,483.4082536880351
165,18453,451.2104541579172
166,18454,452.8473891472911
167,18455,442.1432577385167
168,18456,415.42888752645075
169,18457,331.5339863704481
170,18458,280.5798674177263
171,18459,231.83312046831713
172,18460,195.13463809886187
173,18461,174.67768886414825
174,18462,187.82594818822812
175,18463,217.8284893971329
176,18464,250.8430967510264
177,18465,324.14408879414077
178,18466,460.08572113192963
179,18467,510.06534809656705
180,18468,515.4693491213994
181,18469,455.8924525771418
182,18470,487.4600869790312
183,18471,481.3030694179517
184,18472,469.018564356038
185,18473,479.94468664668227
186,18474,491.7567107446762
187,18475,521.8035470439487
188,18476,501.43518798996956
189,18477,468.03668985289164
190,18478,469.7346683169783
191,18479,458.63136566486435
192,18480,396.0591856067853
193,18481,316.07595086774097
194,18482,267.4976081918448
195,18483,221.0237170459534
196,18484,186.03633057219503
197,18485,166.53320284763552
198,18486,179.06841413505552
199,18487,207.67206302448488
200,18488,239.14733808194774
201,18489,309.03061313685566
202,18490,438.63385886765127
203,18491,486.28314601859574
204,18492,491.43518120242027
205,18493,434.6361047905855
206,18494,464.7318731594835
207,18495,458.86193143365074
208,18496,447.15020117971113
209,18497,457.566884338263
210,18498,468.8281634285895
211,18499,497.47404211460776
212,18500,478.0553739832253
213,18501,446.21410735532714
214,18502,447.8329162245616
215,18503,437.24731387965505
216,18504,381.63198192059775
217,18505,304.5622875335906
218,18506,257.75350271670186
219,18507,212.9725108091509
220,18508,179.25960595189878
221,18509,160.46691648107873
222,18510,172.54550902800435
223,18511,200.1072159963954
224,18512,230.43594472736143
225,18513,297.7735895327641
226,18514,422.6557923172018
227,18515,468.56936421090484
228,18516,473.533726784936
229,18517,418.80366398106844
230,18518,447.8031371594252
231,18519,442.14701914475035
232,18520,430.86191077973984
233,18521,440.8991465851577
234,18522,451.7502123207447
235,18523,479.35261078564446
236,18524,460.641304307841
237,18525,429.9599159404686
238,18526,431.5197566399593
239,18527,421.31975484850784
240,18528,266.33928390749804
241,18529,212.55268271463473
242,18530,179.88503739316846
243,18531,148.6325798362803
244,18532,125.10449161648765
245,18533,111.98915617954418
246,18534,120.41875286420554
247,18535,139.65394709579613
248,18536,160.8202336616608
249,18537,207.8148801984384
250,18538,294.96962099088694
251,18539,327.0125011453824
252,18540,330.4771079804032
253,18541,292.28123754513314
254,18542,312.519842499435
255,18543,308.5724625808457
256,18544,300.69663502145426
257,18545,307.70157780264367
258,18546,315.27448891744314
259,18547,334.5380815657144
260,18548,321.47954296213163
261,18549,300.06713678503615
262,18550,301.15574275778863
263,18551,294.0372063098774
264,18552,265.3864646157975
265,18553,211.79228307090983
266,18554,179.2415050857976
267,18555,148.1008520814951
268,18556,124.6569347584014
269,18557,111.58851896634886
270,18558,119.98795906943289
271,18559,139.15434007950176
272,18560,160.24490500987304
273,18561,207.07142987428614
274,18562,293.9143776891015
275,18563,325.8426255823513
276,18564,329.2948379099524
277,18565,291.23561183926904
278,18566,311.4018139059658
279,18567,307.4685555982892
280,18568,299.6209035311744
281,18569,306.6007863793293
282,18570,314.14660567463204
283,18571,333.3412835070584
284,18572,320.32946135972037
285,18573,298.99365730225196
286,18574,300.07836882595177
287,18575,292.9852986883675
288,18576,413.8541227944554
289,18577,330.2772417268519
290,18578,279.5162743624907
291,18579,230.95431152463556
292,18580,194.3949419552007
293,18581,174.01553880152844
294,18582,187.11395706810754
295,18583,217.0027677561346
296,18584,249.892226761267
297,18585,322.91535700768003
298,18586,458.34167590761416
299,18587,508.13184528702965
300,18588,513.5153613853654
301,18589,454.1643027602718
302,18590,485.6122738483637
303,18591,479.4785956707518
304,18592,467.240657436284
305,18593,478.12536211597876
306,18594,489.8926104183516
307,18595,519.8255482875127
308,18596,499.5343994961079
309,18597,466.26250492114866
310,18598,467.9540468646147
311,18599,456.8928334603847
312,18600,404.20682849616463
313,18601,322.5781961562725
314,18602,273.0005104461409
315,18603,225.5705685823334
316,18604,189.86342925097085
317,18605,169.95908745109026
318,18606,182.75217036180396
319,18607,211.94424725632356
320,18608,244.06702478395465
321,18609,315.38792327944833
322,18610,447.65733861795354
323,18611,496.28685647619636
324,18612,501.5448782003079
325,18613,443.5773436189164
326,18614,474.2922355482883
327,18615,468.3015386658991
328,18616,456.34887726026903
329,18617,466.97985014508413
330,18618,478.4727938043438
331,18619,507.70796923758576
332,18620,487.88982451514926
333,18621,455.3935263185925
334,18622,457.0456369696111
335,18623,446.2422699299075
336,18624,419.14177810068844
337,18625,334.4970672971589
338,18626,283.08754653281864
339,18627,233.9051261319293
340,18628,196.87865152753423
341,18629,176.23886856056987
342,18630,189.50464029069036
343,18631,219.7753288427445
344,18632,253.08500384392246
345,18633,327.041122602128
346,18634,464.1977316074248
347,18635,514.6240508735193
348,18636,520.0763500910647
349,18637,459.9669857664882
350,18638,491.8167555126952
351,18639,485.60470968286904
352,18640,473.2104120080122
353,18641,484.2341863822837
354,18642,496.1517803004152
355,18643,526.4671598296627
356,18644,505.91675881708386
357,18645,472.2197620135669
358,18646,473.93291613929836
359,18647,462.73037785625513
360,18648,399.772076181023
361,18649,319.0390317944517
362,18650,270.00528730693713
363,18651,223.09572270956556
364,18652,187.78034400086736
365,18653,168.09438254405717
366,18654,180.74710623751778
367,18655,209.6189024700965
368,18656,241.38924517484386
369,18657,311.9276469448428
370,18658,442.7458693431465
371,18659,490.8418487955479
372,18660,496.0421821720854
373,18661,438.7106379799319
374,18662,469.0885416931475
375,18663,463.163571698568
376,18664,451.34204883168536
377,18665,461.85638407386443
378,18666,473.2232329843285
379,18667,502.13765490032165
380,18668,482.5369448103395
381,18669,450.39717951600244
382,18670,452.03116404688166
383,18671,441.3463260710459
384,18672,385.34487249483544
385,18673,307.52536846030137
386,18674,260.2611818317942
387,18675,215.04451647276312
388,18676,181.00361938057114
389,18677,162.02809617750037
390,18678,174.22420113046658
391,18679,202.05405544200704
392,18680,232.67785182025756
393,18681,300.67062334075126
394,18682,426.767802792697
395,18683,473.128066987857
396,18684,478.1407277546012
397,18685,422.87819717041486
398,18686,452.1598056930892
399,18687,446.4486594096677
400,18688,435.0537584317141
401,18689,445.1886463207593
402,18690,456.14528187648375
403,18691,484.0162235713584
404,18692,465.12287513495517
405,18693,434.14298810114394
406,18694,435.71800446227934
407,18695,425.4187670398987
408,18696,270.0521744817357
409,18697,215.51576364134542
410,18698,182.39271650826078
411,18699,150.7045854998925
412,18700,126.84850504515998
413,18701,113.55033587596579
414,18702,122.09744496666775
415,18703,141.60078654140773
416,18704,163.06214075455685
417,18705,210.71191400642556
418,18706,299.0816314663821
419,18707,331.5712039223345
420,18708,335.0841089500683
421,18709,296.3557707344795
422,18710,316.87651103309895
423,18711,312.87410284576293
424,18712,304.8884826734284
425,18713,311.9910775382451
426,18714,319.66955847318206
427,18715,339.2016943514282
428,18716,325.96111378924576
429,18717,304.2502089457114
430,18718,305.35399058010864
431,18719,298.1362185012681
432,18720,269.09935519003517
433,18721,214.75536399762055
434,18722,181.74918420088997
435,18723,150.1728577451073
436,18724,126.40094818707377
437,18725,113.14969866277049
438,18726,121.66665117189513
439,18727,141.1011795251134
440,18728,162.4868121027691
441,18729,209.96846368227335
442,18730,298.0263881645967
443,18731,330.40132835930353
444,18732,333.90183887961757
445,18733,295.31014502861547
446,18734,315.75848243962986
447,18735,311.77019586320654
448,18736,303.8127511831487
449,18737,310.8902861149308
450,18738,318.541675230371
451,18739,338.0048962927724
452,18740,324.8110321868346
453,18741,303.17672946292726
454,18742,304.27661664827184
455,18743,297.0843108797583
456,18744,417.5670133686931
457,18745,333.2403226535626
458,18746,282.02395347758306
459,18747,233.02631718824773
460,18748,196.13895538387305
461,18749,175.57671849795005
462,18750,188.79264917056977
463,18751,218.94960720174623
464,18752,252.13413385416314
465,18753,325.81239081566724
466,18754,462.45368638310936
467,18755,512.6905480639819
468,18756,518.1223623550305
469,18757,458.2388359496182
470,18758,489.96894238202765
471,18759,483.78023593566905
472,18760,471.4325050882582
473,18761,482.4148618515802
474,18762,494.28767997409057
475,18763,524.4891610732267
476,18764,504.0159703232221
477,18765,470.4455770818239
478,18766,472.15229468693485
479,18767,460.9918456517754
480,18768,407.9197190704023
481,18769,325.54127708298324
482,18770,275.5081895612332
483,18771,227.6425742459456
484,18772,191.6074426796432
485,18773,171.52026714751187
486,18774,184.43086246426623
487,18775,213.8910867019352
488,18776,246.3089318768507
489,18777,318.28495708743554
490,18778,451.76934909344874
491,18779,500.8455592531486
492,18780,506.151879169973
493,18781,447.65187680826284
494,18782,478.6489040819523
495,18783,472.60317893081645
496,18784,460.5407249122434
497,18785,471.26934988068564
498,18786,482.86786336008277
499,18787,512.3715820232997
500,18788,492.37139534226344
501,18789,459.57659847926783
502,18790,461.2438847919312
503,18791,450.3412821212982
504,18792,422.8546686749261
505,18793,337.4601482238695
506,18794,285.595225647911
507,18795,235.97713179554148
508,18796,198.62266495620656
509,18797,177.80004825699146
510,18798,191.18333239315257
511,18799,221.72216828835607
512,18800,255.32691093681848
513,18801,329.9381564101151
514,18802,468.30974208292
515,18803,519.1827536504715
516,18804,524.6833510607298
517,18805,464.0415189558345
518,18806,496.17342404635906
519,18807,489.9063499477862
520,18808,477.4022596599864
521,18809,488.5236861178852
522,18810,500.54684985615427
523,18811,531.1307726153765
524,18812,510.39832964419804
525,18813,476.4028341742421
526,18814,478.13116396161837
527,18815,466.82939004764586
528,18816,403.4849667552607
529,18817,322.00211272116246
530,18818,272.51296642202954
531,18819,225.1677283731778
532,18820,189.52435742953972
533,18821,169.6555622404788
534,18822,182.42579833998002
535,18823,211.56574191570812
536,18824,243.63115226773994
537,18825,314.82468075283
538,18826,446.8578798186418
539,18827,495.4005515725002
540,18828,500.64918314175065
541,18829,442.7851711692782
542,18830,473.44521022681147
543,18831,467.46521196348533
544,18832,455.5338964836596
545,18833,466.145883809466
546,18834,477.6183025400676
547,18835,506.8012676860356
548,18836,487.0185156374538
549,18837,454.5802516766778
550,18838,456.2294118692017
551,18839,445.4453382624366
552,18840,389.05776306907313
553,18841,310.48844938701205
554,18842,262.76886094688655
555,18843,217.1165221363753
556,18844,182.7476328092435
557,18845,163.589275873922
558,18846,175.90289323292885
559,18847,204.00089488761864
560,18848,234.9197589131536
561,18849,303.5676571487385
562,18850,430.8798132681922
563,18851,477.68676976480924
564,18852,482.74772872426627
565,18853,426.9527303597612
566,18854,456.5164742267532
567,18855,450.750299674585
568,18856,439.24560608368836
569,18857,449.47814605636074
570,18858,460.5403514322228
571,18859,488.6798363570723
572,18860,469.6044459620694
573,18861,438.3260602618192
574,18862,439.9162522845994
575,18863,429.5177792312894
576,18864,273.76506505597337
577,18865,218.47884456805613
578,18866,184.90039562335315
579,18867,152.7765911635047
580,18868,128.59251847383234
581,18869,115.11151557238742
582,18870,123.77613706912999
583,18871,143.54762598701936
584,18872,165.30404784745295
585,18873,213.60894781441274
586,18874,303.1936419418773
587,18875,336.1299066992868
588,18876,339.6911099197335
589,18877,300.4303039238259
590,18878,321.23317956676294
591,18879,317.1757431106803
592,18880,309.0803303254027
593,18881,316.2805772738466
594,18882,324.0646280289211
595,18883,343.86530713714217
596,18884,330.44268461636
597,18885,308.4332811063867
598,18886,309.5522384024287
599,18887,302.2352306926589
600,18888,272.8122457642728
601,18889,217.7184449243312
602,18890,184.25686331598232
603,18891,152.2448634087195
604,18892,128.1449616157461
605,18893,114.7108783591921
606,18894,123.34534327435736
607,18895,143.048018970725
608,18896,164.72871919566518
609,18897,212.86549749026048
610,18898,302.13839864009185
611,18899,334.9600311362557
612,18900,338.50883984928265
613,18901,299.3846782179618
614,18902,320.1151509732938
615,18903,316.0718361281238
616,18904,308.0045988351228
617,18905,315.1797858505322
618,18906,322.93674478611
619,18907,342.6685090784862
620,18908,329.2926030139488
621,18909,307.35980162360255
622,18910,308.47486447059185
623,18911,301.18332307114895
624,18912,421.2799039429308
625,18913,336.20340358027335
626,18914,284.53163259267546
627,18915,235.09832285185996
628,18916,197.8829688125454
629,18917,177.1378981943717
630,18918,190.471341273032
631,18919,220.89644664735783
632,18920,254.3760409470592
633,18921,328.7094246236544
634,18922,466.56569685860455
635,18923,517.2492508409341
636,18924,522.7293633246958
637,18925,462.3133691389646
638,18926,494.32561091569175
639,18927,488.0818762005864
640,18928,475.62435274023255
641,18929,486.7043615871818
642,18930,498.6827495298296
643,18931,529.1527738589407
644,18932,508.4975411503363
645,18933,474.62864924249925
646,18934,476.3505425092549
647,18935,465.0908578431663
648,18936,411.63260964464
649,18937,328.504358009694
650,18938,278.0158686763256
651,18939,229.71457990955784
652,18940,193.35145610831557
653,18941,173.0814468439335
654,18942,186.10955456672846
655,18943,215.8379261475468
656,18944,248.5508389697468
657,18945,321.1819908954227
658,18946,455.88135956894405
659,18947,505.4042620301009
660,18948,510.7588801396382
661,18949,451.72640999760927
662,18950,483.00557261561636
663,18951,476.9048191957337
664,18952,464.73257256421755
665,18953,475.5588496162871
666,18954,487.2629329158218
667,18955,517.0351948090137
668,18956,496.8529661693777
669,18957,463.7596706399431
670,18958,465.44213261425125
671,18959,454.44029431268893
672,18960,426.56755924916376
673,18961,340.42322915058026
674,18962,288.1029047630034
675,18963,238.04913745915368
676,18964,200.36667838487892
677,18965,179.3612279534131
678,18966,192.8620244956148
679,18967,223.6690077339677
680,18968,257.56881802971463
681,18969,332.8351902181023
682,18970,472.4217525584152
683,18971,523.7414564274237
684,18972,529.2903520303948
685,18973,468.1160521451809
686,18974,500.53009258002317
687,18975,494.2079902127036
688,18976,481.59410731196067
689,18977,492.81318585348663
690,18978,504.94191941189325
691,18979,535.7943854010904
692,18980,514.8799004713122
693,18981,480.5859063349174
694,18982,482.32941178393844
695,18983,470.9284022390366
696,18984,407.19785732949833
697,18985,324.96519364787315
698,18986,275.0206455371218
699,18987,227.23973403678994
700,18988,191.26837085821205
701,18989,171.2167419369004
702,18990,184.10449044244223
703,18991,213.51258136131975
704,18992,245.87305936063598
705,18993,317.72171456081713
706,18994,450.9698902941369
707,18995,499.9592543494523
708,18996,505.2561841114157
709,18997,446.8597043586245
710,18998,477.8018787604754
711,18999,471.7668522284025
712,19000,459.7257441356338
713,19001,470.43538354506734
714,19002,482.0133720958065
715,19003,511.46488047174955
716,19004,491.50008646456797
717,19005,458.7633238373529
718,19006,460.42765969152174
719,19007,449.5443504538274
720,19008,392.7706536433108
721,19009,313.4515303137228
722,19010,265.27654006197895
723,19011,219.18852779998753
724,19012,184.49164623791586
725,19013,165.15045557034364
726,19014,177.58158533539108
727,19015,205.9477343332303
728,19016,237.1616660060497
729,19017,306.4646909567257
730,19018,434.9918237436875
731,19019,482.2454725417615
732,19020,487.3547296939315
733,19021,431.0272635491076
734,19022,460.8731427604172
735,19023,455.0519399395023
736,19024,443.43745373566264
737,19025,453.7676457919622
738,19026,464.93542098796183
739,19027,493.3434491427862
740,19028,474.08601678918365
741,19029,442.50913242249453
742,19030,444.11450010691954
743,19031,433.6167914226802
744,19032,277.47795563021106
745,19033,221.4419254947669
746,19034,187.40807473844552
747,19035,154.8485968271169
748,19036,130.3365319025047
749,19037,116.67269526880906
750,19038,125.45482917159222
751,19039,145.494465432631
752,19040,167.54595494034902
753,19041,216.50598162239993
754,19042,307.3056524173725
755,19043,340.688609476239
756,19044,344.29811088939863
757,19045,304.50483711317224
758,19046,325.58984810042693
759,19047,321.4773833755975
760,19048,313.27217797737694
761,19049,320.570077009448
762,19050,328.45969758466015
763,19051,348.5289199228561
764,19052,334.92425544347424
765,19053,312.616353267062
766,19054,313.7504862247488
767,19055,306.3342428840497
768,19056,276.5251363385105
769,19057,220.68152585104195
770,19058,186.76454243107466
771,19059,154.3168690723317
772,19060,129.88897504441846
773,19061,116.27205805561374
774,19062,125.0240353768196
775,19063,144.9948584163366
776,19064,166.97062628856122
777,19065,215.76253129824767
778,19066,306.2504091155871
779,19067,339.51873391320794
780,19068,343.11584081894785
781,19069,303.45921140730815
782,19070,324.4718195069578
783,19071,320.3734763930411
784,19072,312.1964464870971
785,19073,319.4692855861337
786,19074,327.33181434184905
787,19075,347.33212186420013
788,19076,333.774173841063
789,19077,311.54287378427784
790,19078,312.6731122929119
791,19079,305.2823352625398
792,19080,424.99279451716836
793,19081,339.16648450698403
794,19082,287.0393117077678
795,19083,237.17032851547214
796,19084,199.62698224121772
797,19085,178.69907789079332
798,19086,192.15003337549422
799,19087,222.84328609296944
800,19088,256.61794803995525
801,19089,331.6064584316415
802,19090,470.67770733409975
803,19091,521.8079536178863
804,19092,527.3363642943609
805,19093,466.38790232831093
806,19094,498.68227944935563
807,19095,492.3835164655036
808,19096,479.81620039220667
809,19097,490.9938613227831
810,19098,503.07781908556865
811,19099,533.8163866446545
812,19100,512.9791119774504
813,19101,478.8117214031745
814,19102,480.54879033157493
815,19103,469.189870034557
816,19104,415.3455002188777
817,19105,331.46743893640473
818,19106,280.52354779141797
819,19107,231.78658557317004
820,19108,195.09546953698788
821,19109,174.64262654035514
822,19110,187.7882466691907
823,19111,217.7847655931584
824,19112,250.79274606264283
825,19113,324.0790247034099
826,19114,459.9933700444392
827,19115,509.9629648070531
828,19116,515.3658811093034
829,19117,455.8009431869556
830,19118,487.3622411492803
831,19119,481.206459460651
832,19120,468.92442021619183
833,19121,479.84834935188854
834,19122,491.65800247156085
835,19123,521.6988075947276
836,19124,501.33453699649186
837,19125,467.9427428006185
838,19126,469.6403804365714
839,19127,458.53930650407983
840,19128,430.28044982340145
841,19129,343.386310077291
842,19130,290.6105838780957
843,19131,240.12114312276591
844,19132,202.11069181355123
845,19133,180.92240764983472
846,19134,194.5407165980771
847,19135,225.61584717957936
848,19136,259.8107251226107
849,19137,335.7322240260894
850,19138,476.5337630339104
851,19139,528.3001592043759
852,19140,533.8973530000601
853,19141,472.1905853345273
854,19142,504.8867611136871
855,19143,498.5096304776208
856,19144,485.7859549639349
857,19145,497.1026855890882
858,19146,509.33698896763224
859,19147,540.4579981868044
860,19148,519.3614712984265
861,19149,484.76897849559276
862,19150,486.52765960625845
863,19151,475.02741443042737
864,19152,410.910747903736
865,19153,327.92827457458384
866,19154,277.5283246522142
867,19155,229.31173970040217
868,19156,193.01238428688438
869,19157,172.77792163332202
870,19158,185.7831825449045
871,19159,215.45942080693135
872,19160,248.11496645353202
873,19161,320.6187483688043
874,19162,455.08190076963217
875,19163,504.5179571264046
876,19164,509.8631850810808
877,19165,450.93423754797095
878,19166,482.15854729413945
879,19167,476.06849249331987
880,19168,463.91759178760805
881,19169,474.7248832806689
882,19170,486.40844165154556
883,19171,516.1284932574634
884,19172,495.98165729168215
885,19173,462.94639599802827
886,19174,464.62590751384187
887,19175,453.6433626452182
888,19176,396.48354421754846
889,19177,316.4146112404335
890,19178,267.78421917707124
891,19179,221.2605334635997
892,19180,186.23565966658816
893,19181,166.71163526676526
894,19182,179.2602774378533
895,19183,207.89457377884187
896,19184,239.40357309894574
897,19185,309.3617247647128
898,19186,439.1038342191826
899,19187,486.80417531871365
900,19188,491.9617306635966
901,19189,435.10179673845397
902,19190,465.2298112940812
903,19191,459.3535802044195
904,19192,447.62930138763676
905,19193,458.05714552756365
906,19194,469.33049054370076
907,19195,498.00706192850015
908,19196,478.56758761629777
909,19197,446.69220458316977
910,19198,448.31274792923955
911,19199,437.715803614071
912,19200,281.19084620444875
913,19201,224.4050064214776
914,19202,189.91575385353786
915,19203,156.9206024907291
916,19204,132.08054533117706
917,19205,118.23387496523068
918,19206,127.13352127405449
919,19207,147.4413048782426
920,19208,169.78786203324512
921,19209,219.40301543038711
922,19210,311.4176628928678
923,19211,345.24731225319124
924,19212,348.9051118590638
925,19213,308.57937030251867
926,19214,329.9465166340909
927,19215,325.7790236405148
928,19216,317.4640256293512
929,19217,324.85957674504954
930,19218,332.8547671403992
931,19219,353.19253270857
932,19220,339.4058262705885
933,19221,316.79942542773733
934,19222,317.94873404706885
935,19223,310.43325507544046
936,19224,280.2380269127482
937,19225,223.6446067777527
938,19226,189.27222154616703
939,19227,156.38887473594394
940,19228,131.6329884730908
941,19229,117.83323775203536
942,19230,126.70272747928183
943,19231,146.94169786194823
944,19232,169.21253338145732
945,19233,218.65956510623482
946,19234,310.3624195910823
947,19235,344.0774366901602
948,19236,347.722841788613
949,19237,307.53374459665457
950,19238,328.8284880406218
951,19239,324.67511665795837
952,19240,316.3882941390713
953,19241,323.75878532173516
954,19242,331.7268838975881
955,19243,351.9957346499141
956,19244,338.2557446681772
957,19245,315.72594594495314
958,19246,316.871360115232
959,19247,309.3813474539306
960,19248,428.70568509140605
961,19249,342.1295654336948
962,19250,289.54699082286015
963,19251,239.24233417908437
964,19252,201.37099566989008
965,19253,180.26025758721494
966,19254,193.82872547795648
967,19255,224.79012553858107
968,19256,258.85985513285135
969,19257,334.5034922396287
970,19258,474.78971780959495
971,19259,526.3666563948385
972,19260,531.9433652640259
973,19261,470.46243551765724
974,19262,503.0389479830196
975,19263,496.68515673042094
976,19264,484.0080480441809
977,19265,495.28336105838457
978,19266,507.47288864130763
979,19267,538.4799994303685
980,19268,517.4606828045647
981,19269,482.9947935638498
982,19270,484.747038153895
983,19271,473.28888222594776
984,19272,419.05839079311534
985,19273,334.43051986311536
986,19274,283.0312269065103
987,19275,233.85859123678222
988,19276,196.83948296566024
989,19277,176.20380623677673
990,19278,189.4669387716529
991,19279,219.73160503877003
992,19280,253.03465315553893
993,19281,326.976058511397
994,19282,464.10538051993433
995,19283,514.5216675840053
996,19284,519.9728820789685
997,19285,459.8754763763019
998,19286,491.7189096829443
999,19287,485.5080997255683
1000,19288,473.11626786816595
1001,19289,484.13784908749
1002,19290,496.05307202729983
1003,19291,526.3624203804413
1004,19292,505.81610782360605
1005,19293,472.1258149612936
1006,19294,473.8386282588914
1007,19295,462.6383186954705
1008,19296,433.99334039763914
1009,19297,346.34939100400175
1010,19298,293.11826299318807
1011,19299,242.19314878637812
1012,19300,203.8547052422236
1013,19301,182.48358734625637
1014,19302,196.2194087005393
1015,19303,227.56268662519096
1016,19304,262.0526322155067
1017,19305,338.6292578340766
1018,19306,480.6457735094056
1019,19307,532.8588619813282
1020,19308,538.5043539697252
1021,19309,476.26511852387364
1022,19310,509.24342964735115
1023,19311,502.8112707425382
1024,19312,489.9778026159091
1025,19313,501.39218532468965
1026,19314,513.7320585233713
1027,19315,545.1216109725183
1028,19316,523.8430421255407
1029,19317,488.95205065626806
1030,19318,490.7259074285786
1031,19319,479.1264266218182
1032,19320,414.6236384779737
1033,19321,330.8913555012946
1034,19322,280.03600376730657
1035,19323,231.38374536401437
1036,19324,194.75639771555674
1037,19325,174.33910132974364
1038,19326,187.46187464736673
1039,19327,217.40626025254295
1040,19328,250.35687354642815
1041,19329,323.5157821767915
1042,19330,459.19391124512737
1043,19331,509.0766599033568
1044,19332,514.4701860507461
1045,19333,455.0087707373173
1046,19334,486.51521582780344
1047,19335,480.3701327582371
1048,19336,468.1094394395823
1049,19337,479.01438301627036
1050,19338,490.80351120728454
1051,19339,520.7921060431773
1052,19340,500.46322811879645
1053,19341,467.12946815870356
1054,19342,468.824155336162
1055,19343,457.7423748366089
1056,19344,400.19643479178615
1057,19345,319.37769216714423
1058,19346,270.29189829216364
1059,19347,223.33253912721193
1060,19348,187.97967309526052
1061,19349,168.27281496318687
1062,19350,180.93896954031555
1063,19351,209.8414132244535
1064,19352,241.64548019184184
1065,19353,312.25875857269995
1066,19354,443.2158446946779
1067,19355,491.3628780956659
1068,19356,496.5687316332618
1069,19357,439.17632992780034
1070,19358,469.5864798277451
1071,19359,463.6552204693369
1072,19360,451.8211490396111
1073,19361,462.3466452631651
